Group numbers,Specimen material,Test type,
,,,
,,,
Results Table 1,,,
,Group numbers,Specimen material,Test type
2,17,erethane_foam,compression
,,,
Results Table 2,,,
,,,
,,,
,,,
Time,Displacement,Force,
(s),(mm),(N),
465.3,15.51038,31.95502,
465.4,15.51343,31.92614,
465.5,15.51653,31.82746,
465.6,15.52044,31.74166,
465.7,15.52345,31.76784,
465.8,15.5265,31.81329,
465.9,15.53046,32.00419,
466,15.53346,31.99221,
466.1,15.53652,32.07515,
466.2,15.54048,31.91788,
466.3,15.54343,32.07671,
466.4,15.54648,32.06744,
466.5,15.5505,32.09783,
466.6,15.55345,32.13348,
466.7,15.5565,32.06493,
466.8,15.56046,32.0108,
466.9,15.56341,32.05458,
467,15.56657,32.0096,
467.1,15.57043,31.99387,
467.2,15.57343,32.21943,
467.3,15.57659,32.00693,
467.4,15.58034,32.09417,
467.5,15.58339,32.20402,
467.6,15.58661,32.11289,
467.7,15.5903,31.96669,
467.8,15.59341,32.18096,
467.9,15.59668,32.19732,
468,15.60021,32.20296,
468.1,15.60343,32.25446,
468.2,15.6067,32.07922,
468.3,15.61018,32.1968,
468.4,15.6135,32.13401,
468.5,15.61671,32.19492,
468.6,15.62009,32.28353,
468.7,15.62357,32.21097,
468.8,15.62673,32.1181,
468.9,15.63005,32.16862,
469,15.63354,32.3835,
469.1,15.63675,32.23122,
469.2,15.64002,32.34479,
469.3,15.64355,32.2281,
469.4,15.64677,32.20684,
469.5,15.65004,32.43255,
469.6,15.65357,32.22572,
469.7,15.65678,32.2498,
469.8,15.65989,32.26851,
469.9,15.66364,32.23357,
470,15.6668,32.35884,
470.1,15.66986,32.30476,
470.2,15.67371,32.46833,
470.3,15.67682,32.32528,
470.4,15.67988,32.28473,
470.5,15.68373,32.38013,
470.6,15.68679,32.2762,
470.7,15.68984,32.44931,
470.8,15.6938,32.42857,
470.9,15.6968,32.42818,
471,15.6998,32.41977,
471.1,15.70382,32.51797,
471.2,15.70677,32.39217,
471.3,15.70982,32.34607,
471.4,15.71384,32.55669,
471.5,15.71673,32.39718,
471.6,15.71984,32.48967,
471.7,15.7238,32.54612,
471.8,15.72675,32.45977,
471.9,15.72991,32.40806,
472,15.73372,32.39137,
472.1,15.73671,32.49464,
472.2,15.73993,32.52252,
472.3,15.74362,32.60701,
472.4,15.74679,32.58876,
472.5,15.74995,32.45201,
472.6,15.75364,32.60944,
472.7,15.7568,32.71706,
472.8,15.75996,32.41363,
472.9,15.76355,32.65002,
473,15.76682,32.83322,
473.1,15.76998,32.57571,
473.2,15.77352,32.50122,
473.3,15.77678,32.78579,
473.4,15.78,32.62356,
473.5,15.78348,32.72136,
473.6,15.78686,32.72551,
473.7,15.79007,32.77714,
473.8,15.79339,32.81546,
473.9,15.79687,32.70738,
474,15.80009,32.70063,
474.1,15.80341,32.73045,
474.2,15.80689,32.76917,
474.3,15.81011,32.79847,
474.4,15.81332,32.8464,
474.5,15.81691,32.80714,
474.6,15.82013,32.56047,
474.7,15.82329,32.78764,
474.8,15.82698,32.9511,
474.9,15.83014,32.66806,
475,15.83325,32.80849,
475.1,15.83705,32.82162,
475.2,15.84011,32.97515,
475.3,15.84316,33.00664,
475.4,15.84707,32.81351,
475.5,15.85013,32.78246,
475.6,15.85318,32.84734,
475.7,15.85714,32.95924,
475.8,15.86009,32.79419,
475.9,15.8632,32.98238,
476,15.86711,33.19147,
476.1,15.87011,32.82826,
476.2,15.87316,33.08051,
476.3,15.87713,33.02139,
476.4,15.88007,32.88037,
476.5,15.88318,33.09395,
476.6,15.88709,32.97151,
476.7,15.89014,32.92679,
476.8,15.8932,33.02781,
476.9,15.89711,33.08167,
477,15.90011,32.94701,
477.1,15.90316,32.96856,
477.2,15.90707,32.96443,
477.3,15.91012,33.09803,
477.4,15.91323,33.19853,
477.5,15.91704,32.96823,
477.6,15.92009,33.18012,
477.7,15.92325,33.24699,
477.8,15.92695,33.05843,
477.9,15.93011,33.18342,
478,15.93332,33.06597,
478.1,15.93691,32.97661,
478.2,15.94013,33.1922,
478.3,15.94339,33.21893,
478.4,15.94677,33.06064,
478.5,15.95014,33.17524,
478.6,15.95341,33.20319,
478.7,15.95668,33.2947,
478.8,15.96021,33.24797,
478.9,15.96343,33.25668,
479,15.96664,33.30684,
479.1,15.97029,33.16417,
479.2,15.97345,33.2304,
479.3,15.97661,33.13692,
479.4,15.9803,33.22839,
479.5,15.98341,33.20432,
479.6,15.98657,33.2356,
479.7,15.99032,33.20037,
479.8,15.99343,33.3738,
479.9,15.99659,33.28368,
480,16.00034,33.37741,
480.1,16.00339,33.23344,
480.2,16.00655,33.3588,
480.3,16.01036,33.39772,
480.4,16.01341,33.30239,
480.5,16.01657,33.23896,
480.6,16.02043,33.39261,
480.7,16.02343,33.22275,
480.8,16.02654,33.47117,
480.9,16.03039,33.26236,
481,16.03345,33.41118,
481.1,16.0365,33.35835,
481.2,16.04046,33.39324,
481.3,16.04346,33.40741,
481.4,16.04646,33.52895,
481.5,16.05048,33.49327,
481.6,16.05343,33.41637,
481.7,16.05648,33.52728,
481.8,16.06045,33.61349,
481.9,16.06339,33.59117,
482,16.0665,33.38128,
482.1,16.07047,33.57528,
482.2,16.07341,33.5643,
482.3,16.07657,33.621,
482.4,16.08038,33.45619,
482.5,16.08337,33.44548,
482.6,16.08659,33.52916,
482.7,16.09029,33.53904,
482.8,16.09344,33.31115,
482.9,16.09661,33.55374,
483,16.10025,33.55667,
483.1,16.10347,33.80732,
483.2,16.10668,33.4371,
483.3,16.11016,33.65878,
483.4,16.11348,33.75161,
483.5,16.1167,33.63122,
483.6,16.12012,33.58461,
483.7,16.1235,33.78941,
483.8,16.12671,33.49723,
483.9,16.13009,33.69296,
484,16.13352,33.65361,
484.1,16.13673,33.68921,
484.2,16.14005,33.60445,
484.3,16.14359,33.62803,
484.4,16.14675,33.75098,
484.5,16.14996,33.74608,
484.6,16.15361,33.78596,
484.7,16.15677,33.84677,
484.8,16.15993,33.62932,
484.9,16.16363,33.72313,
485,16.16679,33.83132,
485.1,16.16984,33.70824,
485.2,16.1737,33.86488,
485.3,16.1768,33.76143,
485.4,16.17986,34.02563,
485.5,16.18377,33.76522,
485.6,16.18677,33.8893,
485.7,16.18982,33.85481,
485.8,16.19384,33.88177,
485.9,16.19678,33.85485,
486,16.19984,33.91449,
486.1,16.2038,33.99391,
486.2,16.20675,33.89359,
486.3,16.20986,33.94643,
486.4,16.21382,33.94184,
486.5,16.21671,33.95316,
486.6,16.21982,33.88151,
486.7,16.22379,33.94585,
486.8,16.22673,34.17406,
486.9,16.22989,33.9016,
487,16.23375,34.06606,
487.1,16.23675,33.86333,
487.2,16.23997,34.04436,
487.3,16.24366,34.10685,
487.4,16.24677,33.86541,
487.5,16.24998,34.0591,
487.6,16.25363,33.99305,
487.7,16.25679,34.00555,
487.8,16.25995,33.98497,
487.9,16.26359,34.12411,
488,16.2668,34.26149,
488.1,16.26996,34.04137,
488.2,16.27355,34.12045,
488.3,16.27682,34.22205,
488.4,16.28004,34.08375,
488.5,16.28352,34.2804,
488.6,16.28684,34.04549,
488.7,16.29005,34.08016,
488.8,16.29343,34.28881,
488.9,16.29686,34.523,
489,16.30007,34.45724,
489.1,16.30339,34.26983,
489.2,16.30688,34.27805,
489.3,16.31009,34.14227,
489.4,16.31336,34.38559,
489.5,16.31695,34.31307,
489.6,16.32011,34.32334,
489.7,16.32327,34.40192,
489.8,16.32696,34.37924,
489.9,16.33012,34.34934,
490,16.33323,34.58615,
490.1,16.33704,34.64799,
490.2,16.34014,34.28685,
490.3,16.3432,34.36414,
490.4,16.34711,34.52839,
490.5,16.35011,34.49995,
490.6,16.35316,34.43561,
490.7,16.35713,34.41335,
490.8,16.36007,34.45311,
490.9,16.36318,34.65215,
491,16.36714,34.41297,
491.1,16.37009,34.46541,
491.2,16.3732,34.40612,
491.3,16.37716,34.43093,
491.4,16.38011,34.59815,
491.5,16.38316,34.56517,
491.6,16.38707,34.51639,
491.7,16.39013,34.41875,
491.8,16.39323,34.58549,
491.9,16.39709,34.68525,
492,16.40014,34.51596,
492.1,16.40325,34.79569,
492.2,16.40705,34.58578,
492.3,16.41011,34.70217,
492.4,16.41327,34.6086,
492.5,16.41702,34.53296,
492.6,16.42013,34.66123,
492.7,16.42329,34.72947,
492.8,16.42698,34.50333,
492.9,16.43009,34.71083,
493,16.4333,34.77212,
493.1,16.43689,34.80652,
493.2,16.44011,34.64408,
493.3,16.44337,34.83979,
493.4,16.4468,34.73205,
493.5,16.45013,34.76011,
493.6,16.45339,34.88185,
493.7,16.45677,34.98491,
493.8,16.4602,34.70485,
493.9,16.46341,34.67545,
494,16.46673,34.90498,
494.1,16.47021,34.89976,
494.2,16.47343,34.75075,
494.3,16.47664,34.90901,
494.4,16.48029,34.99363,
494.5,16.48339,34.88105,
494.6,16.48661,34.85012,
494.7,16.49025,35.07501,
494.8,16.49341,34.81226,
494.9,16.49657,34.93154,
495,16.50032,34.99902,
495.1,16.50343,34.90767,
495.2,16.50659,34.78283,
495.3,16.51034,34.93048,
495.4,16.51345,34.92528,
495.5,16.51655,35.06792,
495.6,16.52041,34.99105,
495.7,16.52346,35.12221,
495.8,16.52652,34.91428,
495.9,16.53043,35.03433,
496,16.53348,34.95738,
496.1,16.53654,35.0234,
496.2,16.54045,35.01674,
496.3,16.54345,35.14951,
496.4,16.54645,35.0766,
496.5,16.55046,35.06662,
496.6,16.55346,35.29403,
496.7,16.55652,35.21453,
496.8,16.56048,35.24945,
496.9,16.56343,35.14264,
497,16.56654,35.22351,
497.1,16.57045,35.20967,
497.2,16.57339,35.25591,
497.3,16.57661,35.35427,
497.4,16.58036,35.20598,
497.5,16.58341,35.12601,
497.6,16.58663,35.30814,
497.7,16.59027,35.12823,
497.8,16.59343,35.22415,
497.9,16.59664,35.34107,
498,16.60018,35.21793,
498.1,16.60345,35.33496,
498.2,16.60671,35.12546,
498.3,16.61009,35.23592,
498.4,16.61352,35.45352,
498.5,16.61673,35.37708,
498.6,16.62005,35.36396,
498.7,16.62354,35.37126,
498.8,16.62675,35.34396,
498.9,16.63002,35.42031,
499,16.63361,35.26928,
499.1,16.63671,35.55493,
499.2,16.64004,35.31005,
499.3,16.64357,35.45883,
499.4,16.64673,35.27109,
499.5,16.64995,35.43563,
499.6,16.65359,35.49704,
499.7,16.65675,35.42841,
499.8,16.65996,35.52841,
499.9,16.66366,35.56617,
500,16.66677,35.4481,
500.1,16.66987,35.4426,
500.2,16.67368,35.4374,
500.3,16.67678,35.49818,
500.4,16.67989,35.50799,
500.5,16.68375,35.53523,
500.6,16.6868,35.696,
500.7,16.68986,35.54605,
500.8,16.69382,35.7464,
500.9,16.69677,35.69509,
501,16.69982,35.75038,
501.1,16.70379,35.7494,
501.2,16.70673,35.55685,
501.3,16.70984,35.7552,
501.4,16.7138,35.65514,
501.5,16.71675,35.74807,
501.6,16.71986,35.63037,
501.7,16.72377,35.75255,
501.8,16.72671,35.73059,
501.9,16.72987,35.71621,
502,16.73373,35.78131,
502.1,16.73673,35.91605,
502.2,16.73989,35.82005,
502.3,16.7437,35.8791,
502.4,16.74675,35.9109,
502.5,16.74991,35.91071,
502.6,16.75366,35.90798,
502.7,16.75677,36.09578,
502.8,16.75993,35.86215,
502.9,16.76357,35.92377,
503,16.76679,35.92631,
503.1,16.77,36.05428,
503.2,16.77354,36.03875,
503.3,16.77686,36.05538,
503.4,16.78002,36.0837,
503.5,16.7835,36.11403,
503.6,16.78682,36.19238,
503.7,16.79004,36.07103,
503.8,16.79341,35.97479,
503.9,16.79689,35.96679,
504,16.80005,36.04891,
504.1,16.80337,35.99884,
504.2,16.80686,35.92868,
504.3,16.81013,36.07115,
504.4,16.81329,36.37032,
504.5,16.81693,36.05677,
504.6,16.82014,36.1027,
504.7,16.82325,36.2611,
504.8,16.827,36.25515,
504.9,16.83011,36.11852,
505,16.83321,36.26084,
505.1,16.83707,36.20715,
505.2,16.84012,36.11651,
505.3,16.84318,36.22858,
505.4,16.84709,36.10169,
505.5,16.85009,36.27081,
505.6,16.8532,36.26064,
505.7,16.85711,36.24484,
505.8,16.86005,36.2395,
505.9,16.86316,36.41718,
506,16.86712,36.38861,
506.1,16.87007,36.3822,
506.2,16.87323,36.40077,
506.3,16.87709,36.26119,
506.4,16.88009,36.4348,
506.5,16.8832,36.48405,
506.6,16.88705,36.31912,
506.7,16.89011,36.41501,
506.8,16.89321,36.41206,
506.9,16.89707,36.33937,
507,16.90013,36.21243,
507.1,16.90323,36.57096,
507.2,16.90704,36.52335,
507.3,16.91009,36.50681,
507.4,16.91319,36.46303,
507.5,16.917,36.38654,
507.6,16.9201,36.34764,
507.7,16.92327,36.65634,
507.8,16.92696,36.46382,
507.9,16.93007,36.60458,
508,16.93329,36.45198,
508.1,16.93693,36.57067,
508.2,16.94009,36.6129,
508.3,16.94336,36.70184,
508.4,16.94684,36.41325,
508.5,16.95016,36.64343,
508.6,16.95337,36.6121,
508.7,16.95675,36.7726,
508.8,16.96018,36.80454,
508.9,16.96345,36.66213,
509,16.96671,36.62951,
509.1,16.9702,36.71643,
509.2,16.97341,36.67923,
509.3,16.97663,36.93393,
509.4,16.98032,36.51527,
509.5,16.98343,36.84912,
509.6,16.98664,36.6441,
509.7,16.99029,36.7068,
509.8,16.99339,36.92115,
509.9,16.99661,36.80826,
510,17.00036,36.6871,
510.1,17.00341,36.67623,
510.2,17.00657,36.76015,
510.3,17.01038,36.85145,
510.4,17.01343,36.79617,
510.5,17.01653,36.85508,
510.6,17.02044,36.9147,
510.7,17.02345,37.02085,
510.8,17.0265,37.08875,
510.9,17.03041,36.85184,
511,17.03346,36.95034,
511.1,17.03652,37.10898,
511.2,17.04048,36.87873,
511.3,17.04343,36.78991,
511.4,17.04648,37.01868,
511.5,17.0505,37.04193,
511.6,17.05345,37.03957,
511.7,17.0565,36.92993,
511.8,17.06046,37.02497,
511.9,17.06341,37.21241,
512,17.06652,37.09829,
512.1,17.07043,37.15628,
512.2,17.07343,37.07549,
512.3,17.07659,37.14333,
512.4,17.08034,36.97515,
512.5,17.08339,37.01583,
512.6,17.08666,37.10615,
512.7,17.0903,37.34439,
512.8,17.09341,37.235,
512.9,17.09668,37.25022,
513,17.10022,37.38668,
513.1,17.10348,37.37457,
513.2,17.1067,37.02124,
513.3,17.11018,37.47057,
513.4,17.1135,37.27024,
513.5,17.11671,37.15498,
513.6,17.12009,37.32638,
513.7,17.12352,37.29567,
513.8,17.12673,37.38251,
513.9,17.13005,37.40523,
514,17.13354,37.31477,
514.1,17.13675,37.34192,
514.2,17.14007,37.41541,
514.3,17.14355,37.48401,
514.4,17.14677,37.32578,
514.5,17.14998,37.57654,
514.6,17.15357,37.43291,
514.7,17.15679,37.425,
514.8,17.15995,37.54905,
514.9,17.16364,37.3998,
515,17.16681,37.41599,
515.1,17.16986,37.41845,
515.2,17.17372,37.54226,
515.3,17.17682,37.45147,
515.4,17.17987,37.6064,
515.5,17.18373,37.54974,
515.6,17.18678,37.62105,
515.7,17.18979,37.60518,
515.8,17.1938,37.74242,
515.9,17.1968,37.50241,
516,17.1998,37.67942,
516.1,17.20382,37.74997,
516.2,17.20677,37.55121,
516.3,17.20982,37.69251,
516.4,17.21384,37.752,
516.5,17.21673,37.79873,
516.6,17.21984,37.75151,
516.7,17.2238,37.79456,
516.8,17.22675,37.7807,
516.9,17.22991,37.81907,
517,17.23372,37.88174,
517.1,17.23672,37.72083,
517.2,17.23993,37.68478,
517.3,17.24368,37.70636,
517.4,17.24679,37.76548,
517.5,17.24995,37.8349,
517.6,17.25359,37.72579,
517.7,17.2568,38.05756,
517.8,17.25996,38.10432,
517.9,17.26355,37.92496,
518,17.26682,37.85776,
518.1,17.26998,37.86308,
518.2,17.27347,37.81969,
518.3,17.27684,37.96873,
518.4,17.28,38.12603,
518.5,17.28348,38.03794,
518.6,17.28686,37.92092,
518.7,17.29002,38.00633,
518.8,17.29339,37.97777,
518.9,17.29682,38.10582,
519,17.30009,38.16319,
519.1,17.30341,38.30491,
519.2,17.30684,38.20722,
519.3,17.3101,38.06066,
519.4,17.31332,38.17846,
519.5,17.31691,38.2772,
519.6,17.32012,38.08747,
519.7,17.32329,38.21725,
519.8,17.32698,38.25137,
519.9,17.33014,38.29812,
520,17.3332,38.3185,
520.1,17.33705,38.17583,
520.2,17.34011,38.25051,
520.3,17.34321,38.30923,
520.4,17.34707,38.15054,
520.5,17.35007,38.22248,
520.6,17.35318,38.54602,
520.7,17.35714,38.47866,
520.8,17.36009,38.382,
520.9,17.3632,38.42097,
521,17.36711,38.3787,
521.1,17.37011,38.19262,
521.2,17.37316,38.46636,
521.3,17.37712,38.35342,
521.4,17.38013,38.46572,
521.5,17.38318,38.566,
521.6,17.38709,38.63185,
521.7,17.39014,38.50768,
521.8,17.3932,38.51088,
521.9,17.39711,38.54478,
522,17.40011,38.56469,
522.1,17.40322,38.68979,
522.2,17.40707,38.53861,
522.3,17.41013,38.49898,
522.4,17.41323,38.68143,
522.5,17.41704,38.59072,
522.6,17.42009,38.67357,
522.7,17.42325,38.61022,
522.8,17.427,38.79128,
522.9,17.43005,38.52196,
523,17.43332,38.81025,
523.1,17.43691,38.69883,
523.2,17.44012,38.84716,
523.3,17.44339,38.74084,
523.4,17.44682,38.81897,
523.5,17.45014,38.63194,
523.6,17.45341,38.82061,
523.7,17.45668,38.83212,
523.8,17.46021,39.06011,
523.9,17.46343,38.88686,
524,17.46664,38.70929,
524.1,17.47029,38.80367,
524.2,17.47339,38.79619,
524.3,17.47661,38.92739,
524.4,17.48036,38.91948,
524.5,17.48341,39.03776,
524.6,17.48657,38.77657,
524.7,17.49032,38.95544,
524.8,17.49343,39.15946,
524.9,17.49659,38.97731,
525,17.50034,39.03506,
525.1,17.50339,38.96418,
525.2,17.50656,39.09821,
525.3,17.51036,39.31763,
525.4,17.51341,38.94057,
525.5,17.51652,39.22305,
525.6,17.52043,39.05966,
525.7,17.52343,39.18476,
525.8,17.52654,39.08895,
525.9,17.53045,39.22729,
526,17.53345,39.16637,
526.1,17.5365,39.24311,
526.2,17.54046,39.23267,
526.3,17.54346,39.12072,
526.4,17.54652,39.3732,
526.5,17.55048,39.35425,
526.6,17.55343,39.4133,
526.7,17.55648,39.48786,
526.8,17.56044,39.36398,
526.9,17.56339,39.37591,
527,17.5665,39.37875,
527.1,17.57046,39.59087,
527.2,17.57341,39.42667,
527.3,17.57657,39.53291,
527.4,17.58038,39.36555,
527.5,17.58343,39.50867,
527.6,17.58664,39.46681,
527.7,17.59028,39.60051,
527.8,17.59339,39.40179,
527.9,17.59666,39.45786,
528,17.60025,39.4492,
528.1,17.60346,39.55883,
528.2,17.60668,39.46058,
528.3,17.61016,39.52921,
528.4,17.61348,39.77785,
528.5,17.6167,39.54641,
528.6,17.62012,39.53607,
528.7,17.62355,39.64288,
528.8,17.62671,39.50504,
528.9,17.63009,39.55013,
529,17.63357,39.70893,
529.1,17.63673,39.51727,
529.2,17.64005,39.71211,
529.3,17.64359,39.77569,
529.4,17.64675,39.62047,
529.5,17.64996,39.96788,
529.6,17.65361,39.74934,
529.7,17.65677,39.80439,
529.8,17.65993,39.77362,
529.9,17.66368,39.68561,
530,17.66678,39.88299,
530.1,17.66984,39.74434,
530.2,17.6737,39.79615,
530.3,17.6768,39.82667,
530.4,17.67986,40.0159,
530.5,17.68382,39.96717,
530.6,17.68677,40.04043,
530.7,17.68982,39.91631,
530.8,17.69384,40.07056,
530.9,17.69673,39.92928,
531,17.69984,40.08733,
531.1,17.70386,40.34256,
531.2,17.70675,40.12938,
531.3,17.70986,40.14187,
531.4,17.71382,40.21628,
531.5,17.71671,39.98606,
531.6,17.71988,39.93556,
531.7,17.72379,40.26139,
531.8,17.72673,40.13292,
531.9,17.72989,40.34969,
532,17.73375,40.3367,
532.1,17.73675,40.14803,
532.2,17.73991,40.09928,
532.3,17.74371,40.31575,
532.4,17.74682,40.22369,
532.5,17.74993,40.16555,
532.6,17.75363,40.27449,
532.7,17.75679,40.22179,
532.8,17.75995,40.08033,
532.9,17.76359,40.4093,
533,17.7668,40.33449,
533.1,17.76996,40.37255,
533.2,17.77355,40.4171,
533.3,17.77682,40.28893,
533.4,17.77998,40.33079,
533.5,17.78352,40.38817,
533.6,17.78684,40.65708,
533.7,17.79005,40.46936,
533.8,17.79343,40.60759,
533.9,17.79686,40.49081,
534,17.80007,40.49593,
534.1,17.80339,40.53549,
534.2,17.80687,40.60382,
534.3,17.81009,40.59082,
534.4,17.81335,40.75586,
534.5,17.81689,40.60324,
534.6,17.82016,40.63473,
534.7,17.82327,40.93692,
534.8,17.82697,40.6894,
534.9,17.83013,40.67488,
535,17.83318,40.7466,
535.1,17.83704,40.8409,
535.2,17.84009,40.80935,
535.3,17.84319,40.80178,
535.4,17.84711,40.66642,
535.5,17.85011,40.78389,
535.6,17.85316,40.75797,
535.7,17.85712,40.98037,
535.8,17.86007,40.8266,
535.9,17.86318,40.95821,
536,17.86714,40.88877,
536.1,17.87009,40.95829,
536.2,17.8732,40.95047,
536.3,17.87711,41.07961,
536.4,17.88011,41.02379,
536.5,17.88316,41.06552,
536.6,17.88707,41.07295,
536.7,17.89013,41.12568,
536.8,17.89323,41.15654,
536.9,17.89709,41.04712,
537,17.90009,41.04591,
537.1,17.90325,41.12,
537.2,17.90705,41.16677,
537.3,17.91011,41.23497,
537.4,17.91327,41.24797,
537.5,17.91702,41.41054,
537.6,17.92013,41.26306,
537.7,17.92329,41.2531,
537.8,17.92698,41.37589,
537.9,17.93009,41.31553,
538,17.9333,41.50337,
538.1,17.93684,41.23436,
538.2,17.94011,41.31666,
538.3,17.94337,41.09171,
538.4,17.94686,41.27848,
538.5,17.95012,41.4414,
538.6,17.95339,41.34109,
538.7,17.95677,41.4743,
538.8,17.9602,41.44867,
538.9,17.96341,41.50041,
539,17.96673,41.64335,
539.1,17.97021,41.33275,
539.2,17.97343,41.33124,
539.3,17.97664,41.49885,
539.4,17.98029,41.41881,
539.5,17.98339,41.69279,
539.6,17.98661,41.46799,
539.7,17.9903,41.48395,
539.8,17.99341,41.69501,
539.9,17.99657,41.70642,
540,18.00032,41.58806,
540.1,18.00343,41.82984,
540.2,18.00659,41.77301,
540.3,18.01039,41.9266,
540.4,18.01345,41.81919,
540.5,18.0165,41.88534,
540.6,18.02041,41.80523,
540.7,18.02346,41.70162,
540.8,18.02652,41.822,
540.9,18.03043,41.74353,
541,18.03348,41.99198,
541.1,18.03648,41.92561,
541.2,18.04045,41.95546,
541.3,18.04345,42.072,
541.4,18.0465,42.00907,
541.5,18.05046,41.98376,
541.6,18.05346,42.1698,
541.7,18.05652,42.16145,
541.8,18.06048,42.12987,
541.9,18.06343,42.13671,
542,18.06654,41.91372,
542.1,18.07045,42.21103,
542.2,18.07339,41.89924,
542.3,18.07661,42.22607,
542.4,18.08036,42.07972,
542.5,18.08341,42.33834,
542.6,18.08662,42.22345,
542.7,18.09027,42.24575,
542.8,18.09343,42.16492,
542.9,18.09664,42.39331,
543,18.10013,42.33378,
543.1,18.10345,42.34686,
543.2,18.10671,42.2156,
543.3,18.11014,42.46028,
543.4,18.11352,42.48043,
543.5,18.11673,42.39274,
543.6,18.12005,42.5056,
543.7,18.12354,42.41022,
543.8,18.1267,42.60686,
543.9,18.13002,42.6064,
544,18.13355,42.58957,
544.1,18.13671,42.48815,
544.2,18.13998,42.6249,
544.3,18.14357,42.7596,
544.4,18.14673,42.66045,
544.5,18.14995,42.60903,
544.6,18.15359,42.69466,
544.7,18.15675,42.72949,
544.8,18.15997,42.82904,
544.9,18.16361,42.66118,
545,18.16682,42.50144,
545.1,18.16987,42.92834,
545.2,18.17368,42.72058,
545.3,18.17679,42.87153,
545.4,18.17989,42.9286,
545.5,18.18375,42.88638,
545.6,18.1868,42.84742,
545.7,18.1898,42.80584,
545.8,18.19377,43.03652,
545.9,18.19677,43.00033,
546,18.19982,42.99067,
546.1,18.20378,42.96038,
546.2,18.20679,43.17223,
546.3,18.20984,42.98861,
546.4,18.21386,42.94079,
546.5,18.21675,43.06691,
546.6,18.21986,43.22261,
546.7,18.22382,43.16822,
546.8,18.22677,43.14362,
546.9,18.22988,43.14366,
547,18.23373,43.18014,
547.1,18.23673,43.23398,
547.2,18.23989,43.23035,
547.3,18.2437,43.13974,
547.4,18.2468,43.36309,
547.5,18.24996,43.31294,
547.6,18.25366,43.40921,
547.7,18.25677,43.34736,
547.8,18.25993,43.36474,
547.9,18.26357,43.37616,
548,18.26679,43.53991,
548.1,18.27,43.38773,
548.2,18.27354,43.69038,
548.3,18.2768,43.59162,
548.4,18.28002,43.50792,
548.5,18.2835,43.577,
548.6,18.28682,43.73007,
548.7,18.29004,43.68309,
548.8,18.29341,43.55268,
548.9,18.29684,43.81536,
549,18.30005,43.56239,
549.1,18.30332,43.59812,
549.2,18.30691,43.57613,
549.3,18.31013,43.58409,
549.4,18.31329,43.62921,
549.5,18.31693,43.72816,
549.6,18.32014,43.74789,
549.7,18.32325,44.03013,
549.8,18.327,43.84191,
549.9,18.33011,43.44876,
550,18.33322,44.01233,
550.1,18.33707,43.9589,
550.2,18.34007,43.81919,
550.3,18.34318,43.88085,
550.4,18.34709,44.03877,
550.5,18.35009,43.90321,
550.6,18.3532,44.01037,
550.7,18.35711,44.14958,
550.8,18.36005,43.9674,
550.9,18.36316,44.05819,
551,18.36712,44.17584,
551.1,18.37007,43.89938,
551.2,18.37318,44.12283,
551.3,18.37714,44.11393,
551.4,18.38009,44.12549,
551.5,18.3832,44.33299,
551.6,18.38711,44.10855,
551.7,18.39011,44.281,
551.8,18.39322,44.24777,
551.9,18.39707,44.42631,
552,18.40013,44.17646,
552.1,18.40323,44.12761,
552.2,18.40704,44.23619,
552.3,18.41009,44.38824,
552.4,18.4132,44.41265,
552.5,18.417,44.33935,
552.6,18.42011,44.38354,
552.7,18.42327,44.62442,
552.8,18.42702,44.68521,
552.9,18.43007,44.36831,
553,18.43329,44.46296,
553.1,18.43693,44.64336,
553.2,18.44009,44.47458,
553.3,18.44336,44.68496,
553.4,18.44684,44.60224,
553.5,18.45016,44.71243,
553.6,18.45337,44.8037,
553.7,18.45675,44.67791,
553.8,18.46018,44.67425,
553.9,18.46339,44.64967,
554,18.46671,44.68567,
554.1,18.47025,44.74855,
554.2,18.47341,44.85392,
554.3,18.47662,44.91063,
554.4,18.48027,44.87477,
554.5,18.48343,44.94036,
554.6,18.48664,44.8975,
554.7,18.49034,44.92997,
554.8,18.49339,44.99234,
554.9,18.49661,44.89452,
555,18.5003,44.95118,
555.1,18.50341,45.06337,
555.2,18.50657,45.15866,
555.3,18.51038,45.03116,
555.4,18.51343,45.02787,
555.5,18.51654,45.10826,
555.6,18.52045,45.17184,
555.7,18.52345,45.1167,
555.8,18.5265,45.19557,
555.9,18.53046,45.39462,
556,18.53346,45.20446,
556.1,18.53652,45.29374,
556.2,18.54048,45.34201,
556.3,18.54343,45.06638,
556.4,18.54648,45.38065,
556.5,18.5505,45.29994,
556.6,18.55345,45.39533,
556.7,18.5565,45.56483,
556.8,18.56046,45.43867,
556.9,18.56341,45.43531,
557,18.56651,45.50045,
557.1,18.57043,45.49308,
557.2,18.57343,45.56211,
557.3,18.57659,45.5607,
557.4,18.58034,45.77364,
557.5,18.58339,45.63171,
557.6,18.58661,45.521,
557.7,18.5903,45.77573,
557.8,18.59346,45.79913,
557.9,18.59668,45.74093,
558,18.60021,45.78827,
558.1,18.60348,45.75535,
558.2,18.6067,45.51326,
558.3,18.61018,45.87766,
558.4,18.6135,45.94358,
558.5,18.61671,45.70573,
558.6,18.62014,45.98911,
558.7,18.62352,45.9744,
558.8,18.62673,45.98682,
558.9,18.63005,45.86697,
559,18.63353,45.93594,
559.1,18.6367,45.83036,
