Group numbers,Specimen material,Test type,
,,,
,,,
Results Table 1,,,
,Group numbers,Specimen material,Test type
2,17,erethane_foam,compression
,,,
Results Table 2,,,
,,,
,,,
,,,
Time,Displacement,Force,
(s),(mm),(N),
277.5,9.24996,24.73112,
277.6,9.25361,24.78817,
277.7,9.25677,24.89551,
277.8,9.25993,24.88541,
277.9,9.26357,24.70538,
278,9.26679,24.77121,
278.1,9.27,24.93688,
278.2,9.27353,25.02042,
278.3,9.2768,24.84227,
278.4,9.28002,24.79918,
278.5,9.2835,24.89009,
278.6,9.28682,24.8765,
278.7,9.29004,25.03929,
278.8,9.29341,24.86442,
278.9,9.29689,24.9271,
279,9.30011,24.69248,
279.1,9.30332,24.94691,
279.2,9.30691,24.77322,
279.3,9.31013,24.78793,
279.4,9.31323,24.82608,
279.5,9.31693,24.89291,
279.6,9.32014,24.89922,
279.7,9.3232,24.89768,
279.8,9.327,24.88621,
279.9,9.33011,24.93353,
280,9.33316,25.00473,
280.1,9.33707,25.06626,
280.2,9.34012,24.9015,
280.3,9.34318,24.91042,
280.4,9.34709,24.83467,
280.5,9.35009,24.83929,
280.6,9.3532,24.92986,
280.7,9.35711,24.84429,
280.8,9.36011,24.85907,
280.9,9.36316,25.04681,
281,9.36713,24.8798,
281.1,9.37007,25.07742,
281.2,9.37318,25.10013,
281.3,9.37709,24.84717,
281.4,9.38009,25.01068,
281.5,9.3832,24.99352,
281.6,9.38711,24.9042,
281.7,9.39011,24.85231,
281.8,9.39321,24.75139,
281.9,9.39707,24.91072,
282,9.40012,24.90454,
282.1,9.40323,25.03019,
282.2,9.40709,25.02181,
282.3,9.41014,24.78391,
282.4,9.4132,25.14685,
282.5,9.417,24.95818,
282.6,9.42011,25.06326,
282.7,9.42321,25.16684,
282.8,9.42702,24.79161,
282.9,9.43007,24.94728,
283,9.43328,24.92216,
283.1,9.43687,24.89053,
283.2,9.44009,24.97492,
283.3,9.44336,24.95078,
283.4,9.44684,24.73083,
283.5,9.45016,25.04326,
283.6,9.45337,24.92647,
283.7,9.45675,24.86041,
283.8,9.46018,25.00883,
283.9,9.46345,24.9162,
284,9.46671,24.91368,
284.1,9.47025,25.02166,
284.2,9.47341,24.90083,
284.3,9.47663,24.9314,
284.4,9.48027,24.96999,
284.5,9.48343,24.99339,
284.6,9.48664,25.0186,
284.7,9.49034,25.18919,
284.8,9.49345,24.78662,
284.9,9.49655,24.89082,
285,9.50036,24.98156,
285.1,9.50341,24.89339,
285.2,9.50657,25.1238,
285.3,9.51038,25.01154,
285.4,9.51343,25.21956,
285.5,9.51654,24.90418,
285.6,9.52045,25.04705,
285.7,9.52345,25.10307,
285.8,9.5265,25.04527,
285.9,9.53046,25.06328,
286,9.53346,24.92145,
286.1,9.53652,25.09542,
286.2,9.54048,25.13116,
286.3,9.54348,25.08406,
286.4,9.54648,25.14828,
286.5,9.5505,25.03976,
286.6,9.55345,25.17883,
286.7,9.5565,25.03349,
286.8,9.56046,25.26858,
286.9,9.56341,24.88464,
287,9.56652,25.12063,
287.1,9.57043,24.8502,
287.2,9.57343,24.9926,
287.3,9.57659,25.10034,
287.4,9.58034,24.9409,
287.5,9.58339,25.11947,
287.6,9.58661,25.09256,
287.7,9.5903,25.24634,
287.8,9.59346,25.08312,
287.9,9.59668,25.06279,
288,9.60021,24.95049,
288.1,9.60348,25.13328,
288.2,9.6067,24.9825,
288.3,9.61018,25.03084,
288.4,9.6135,25.19466,
288.5,9.61671,25.07015,
288.6,9.62009,25.25309,
288.7,9.62352,25.06983,
288.8,9.62668,25.07888,
288.9,9.63005,25.09645,
289,9.63354,25.16689,
289.1,9.63675,24.91579,
289.2,9.64002,24.95676,
289.3,9.64361,24.96271,
289.4,9.64677,25.1138,
289.5,9.64998,25.1353,
289.6,9.65363,25.09185,
289.7,9.65673,25.06632,
289.8,9.65995,25.06683,
289.9,9.66364,25.16668,
290,9.66675,25.10282,
290.1,9.66991,24.95959,
290.2,9.67371,25.13601,
290.3,9.67682,24.97569,
290.4,9.67988,25.06999,
290.5,9.68373,25.05943,
290.6,9.68679,25.2481,
290.7,9.68984,25.13012,
290.8,9.6938,24.98084,
290.9,9.69675,25.02896,
291,9.6998,25.12069,
291.1,9.70382,25.21251,
291.2,9.70671,25.04527,
291.3,9.70982,24.94328,
291.4,9.71384,25.05879,
291.5,9.71673,25.20311,
291.6,9.71984,25.26949,
291.7,9.7238,25.27824,
291.8,9.72675,25.18928,
291.9,9.72991,25.07169,
292,9.73377,25.17595,
292.1,9.73677,25.19353,
292.2,9.73993,25.20057,
292.3,9.74363,25.21193,
292.4,9.74679,25.26835,
292.5,9.74995,25.26472,
292.6,9.75364,24.98219,
292.7,9.7568,25.21369,
292.8,9.75996,25.24881,
292.9,9.76355,25.06489,
293,9.76682,25.19425,
293.1,9.76998,25.18993,
293.2,9.77352,24.97835,
293.3,9.77684,25.30682,
293.4,9.78,25.15067,
293.5,9.78348,25.25411,
293.6,9.7868,25.11205,
293.7,9.79002,25.20399,
293.8,9.79339,25.03328,
293.9,9.79688,25.16019,
294,9.80004,25.13533,
294.1,9.80336,25.26124,
294.2,9.80689,25.13819,
294.3,9.81011,25.18864,
294.4,9.81332,25.29745,
294.5,9.81691,25.31793,
294.6,9.82012,25.21193,
294.7,9.82329,25.32202,
294.8,9.82698,25.24098,
294.9,9.83014,25.19611,
295,9.83325,25.08104,
295.1,9.83705,25.19391,
295.2,9.84011,25.18606,
295.3,9.84321,25.27748,
295.4,9.84707,25.15169,
295.5,9.85007,25.12909,
295.6,9.85318,25.2955,
295.7,9.85714,25.2655,
295.8,9.86009,25.22529,
295.9,9.8632,25.31211,
296,9.86711,25.1831,
296.1,9.87011,25.05856,
296.2,9.87316,25.27197,
296.3,9.87712,25.20218,
296.4,9.88007,25.34263,
296.5,9.88318,25.23952,
296.6,9.88709,25.15855,
296.7,9.89014,25.02366,
296.8,9.8932,25.50061,
296.9,9.89711,25.21873,
297,9.90011,25.15834,
297.1,9.90321,25.35512,
297.2,9.90707,25.41295,
297.3,9.91013,25.28587,
297.4,9.91323,25.25594,
297.5,9.91704,25.2105,
297.6,9.92009,25.31195,
297.7,9.9233,25.35339,
297.8,9.92695,25.3228,
297.9,9.93011,25.10477,
298,9.93332,25.25821,
298.1,9.93686,25.41311,
298.2,9.94013,25.29199,
298.3,9.94339,25.31384,
298.4,9.94682,25.31221,
298.5,9.95014,25.24232,
298.6,9.95341,25.12791,
298.7,9.95668,25.18476,
298.8,9.96016,25.20814,
298.9,9.96343,25.34138,
299,9.96664,25.2409,
299.1,9.97029,25.27566,
299.2,9.97345,25.17662,
299.3,9.97661,25.21837,
299.4,9.9803,25.21258,
299.5,9.98341,25.35894,
299.6,9.98657,25.36543,
299.7,9.99032,25.30286,
299.8,9.99343,25.28238,
299.9,9.99659,25.34186,
300,10.00034,25.43074,
300.1,10.00339,25.03638,
300.2,10.00655,25.25841,
300.3,10.01036,25.19513,
300.4,10.01341,25.33147,
300.5,10.01652,25.19864,
300.6,10.02038,25.15598,
300.7,10.02343,25.24471,
300.8,10.02654,25.22812,
300.9,10.03039,25.38053,
301,10.03345,25.2276,
301.1,10.0365,25.43194,
301.2,10.04047,25.35019,
301.3,10.04346,25.31917,
301.4,10.04652,25.30555,
301.5,10.05048,25.30449,
301.6,10.05343,25.44899,
301.7,10.05648,25.47841,
301.8,10.06045,25.27964,
301.9,10.06339,25.29683,
302,10.0665,25.34231,
302.1,10.07046,25.24118,
302.2,10.07341,25.29004,
302.3,10.07657,25.27418,
302.4,10.08037,25.24969,
302.5,10.08343,25.43632,
302.6,10.08664,25.39946,
302.7,10.09034,25.28188,
302.8,10.09345,25.39387,
302.9,10.09661,25.32314,
303,10.10019,25.45143,
303.1,10.10346,25.36439,
303.2,10.10668,25.24362,
303.3,10.11016,25.34821,
303.4,10.11348,25.42828,
303.5,10.1167,25.29886,
303.6,10.12007,25.27618,
303.7,10.12355,25.44101,
303.8,10.12672,25.32277,
303.9,10.13009,25.35447,
304,10.13357,25.33234,
304.1,10.13673,25.2903,
304.2,10.14,25.31915,
304.3,10.14354,25.45977,
304.4,10.14675,25.61672,
304.5,10.14996,25.52674,
304.6,10.15361,25.44146,
304.7,10.15677,25.38785,
304.8,10.15993,25.43888,
304.9,10.16362,25.30239,
305,10.16678,25.47018,
305.1,10.16984,25.57422,
305.2,10.1737,25.37422,
305.3,10.1768,25.34897,
305.4,10.17986,25.47336,
305.5,10.18377,25.3127,
305.6,10.18677,25.21712,
305.7,10.18982,25.58367,
305.8,10.19384,25.3452,
305.9,10.19678,25.43132,
306,10.19984,25.51709,
306.1,10.2038,25.40641,
306.2,10.20675,25.66396,
306.3,10.20986,25.52795,
306.4,10.21382,25.54727,
306.5,10.21677,25.38791,
306.6,10.21988,25.42273,
306.7,10.22379,25.40462,
306.8,10.22673,25.37821,
306.9,10.22989,25.39629,
307,10.23375,25.42359,
307.1,10.23675,25.31861,
307.2,10.23991,25.48636,
307.3,10.24366,25.54353,
307.4,10.24677,25.62136,
307.5,10.24993,25.48449,
307.6,10.25362,25.55611,
307.7,10.25679,25.55838,
307.8,10.26,25.42291,
307.9,10.26359,25.64325,
308,10.2668,25.68358,
308.1,10.27002,25.54137,
308.2,10.27355,25.52174,
308.3,10.27682,25.46739,
308.4,10.27998,25.58944,
308.5,10.28346,25.7705,
308.6,10.28679,25.50749,
308.7,10.29005,25.55725,
308.8,10.29343,25.66566,
308.9,10.29686,25.56474,
309,10.30007,25.61037,
309.1,10.30339,25.56192,
309.2,10.30693,25.63795,
309.3,10.31009,25.44662,
309.4,10.31336,25.61212,
309.5,10.31695,25.57636,
309.6,10.32016,25.4874,
309.7,10.32322,25.75746,
309.8,10.32702,25.54511,
309.9,10.33007,25.53252,
310,10.33323,25.20658,
310.1,10.33709,25.54245,
310.2,10.34009,25.47992,
310.3,10.3432,25.49873,
310.4,10.34711,25.55601,
310.5,10.35005,25.58721,
310.6,10.35321,25.49386,
310.7,10.35712,25.59898,
310.8,10.36007,25.3852,
310.9,10.36318,25.59473,
311,10.36714,25.67426,
311.1,10.37004,25.51728,
311.2,10.3732,25.57209,
311.3,10.37711,25.53212,
311.4,10.38011,25.4132,
311.5,10.38316,25.55527,
311.6,10.38713,25.64785,
311.7,10.39013,25.64248,
311.8,10.39323,25.55076,
311.9,10.39709,25.43092,
312,10.40014,25.80886,
312.1,10.40325,25.69203,
312.2,10.40705,25.56571,
312.3,10.41011,25.57958,
312.4,10.41321,25.59707,
312.5,10.41696,25.6424,
312.6,10.42013,25.57335,
312.7,10.42329,25.68666,
312.8,10.42698,25.57551,
312.9,10.43009,25.55437,
313,10.4333,25.65488,
313.1,10.43689,25.66967,
313.2,10.44011,25.39056,
313.3,10.44332,25.7055,
313.4,10.44686,25.6848,
313.5,10.45012,25.71165,
313.6,10.45339,25.60556,
313.7,10.45677,25.62606,
313.8,10.4602,25.64562,
313.9,10.46341,25.56799,
314,10.46673,25.61676,
314.1,10.47021,25.51438,
314.2,10.47343,25.52557,
314.3,10.47664,25.77672,
314.4,10.48029,25.62954,
314.5,10.48339,25.7104,
314.6,10.48661,25.57948,
314.7,10.4903,25.51465,
314.8,10.49341,25.57663,
314.9,10.49657,25.49487,
315,10.50032,25.8221,
315.1,10.50343,25.59606,
315.2,10.50659,25.56448,
315.3,10.51034,25.5876,
315.4,10.51345,25.70453,
315.5,10.51655,25.92978,
315.6,10.52041,25.68897,
315.7,10.52346,25.73501,
315.8,10.52652,25.81396,
315.9,10.53043,25.65208,
316,10.53348,25.67252,
316.1,10.53648,25.67738,
316.2,10.54045,25.59457,
316.3,10.54345,25.7783,
316.4,10.54645,25.77401,
316.5,10.55046,25.78551,
316.6,10.55341,25.78851,
316.7,10.55652,25.60973,
316.8,10.56048,25.60378,
316.9,10.56343,25.72724,
317,10.56653,25.58286,
317.1,10.57045,25.58463,
317.2,10.57339,25.88395,
317.3,10.57661,25.89318,
317.4,10.58036,25.52599,
317.5,10.58341,25.82637,
317.6,10.58668,25.75003,
317.7,10.59027,25.76044,
317.8,10.59343,25.7254,
317.9,10.59664,25.64721,
318,10.60018,25.90108,
318.1,10.60345,25.73086,
318.2,10.60666,25.73206,
318.3,10.61014,25.81322,
318.4,10.61352,25.74315,
318.5,10.61673,25.61429,
318.6,10.62005,25.84254,
318.7,10.62354,25.66582,
318.8,10.6267,25.72102,
318.9,10.63002,25.6566,
319,10.63355,25.66632,
319.1,10.63671,25.66077,
319.2,10.64004,25.68142,
319.3,10.64357,25.78411,
319.4,10.64673,25.75853,
319.5,10.64995,25.83457,
319.6,10.65359,25.90773,
319.7,10.65675,25.7759,
319.8,10.65996,25.88706,
319.9,10.66361,25.8556,
320,10.66677,25.76997,
320.1,10.66988,25.56773,
320.2,10.67368,25.79307,
320.3,10.67684,25.66525,
320.4,10.67989,25.75101,
320.5,10.6837,25.79567,
320.6,10.68675,25.68398,
320.7,10.6898,25.68785,
320.8,10.69377,25.73316,
320.9,10.69677,25.71447,
321,10.69982,25.5513,
321.1,10.70378,25.60889,
321.2,10.70673,25.77239,
321.3,10.70984,25.67013,
321.4,10.7138,25.72528,
321.5,10.71675,25.7858,
321.6,10.71986,25.38548,
321.7,10.72377,25.81322,
321.8,10.72671,25.76711,
321.9,10.72988,25.71429,
322,10.73373,25.68185,
322.1,10.73673,25.68358,
322.2,10.73989,25.67974,
322.3,10.7437,25.87188,
322.4,10.7468,25.72082,
322.5,10.74996,25.75,
322.6,10.75366,25.86874,
322.7,10.75677,25.87796,
322.8,10.75993,25.68073,
322.9,10.76357,25.74025,
323,10.76679,25.88184,
323.1,10.77,25.79759,
323.2,10.77354,25.83199,
323.3,10.77686,25.97833,
323.4,10.78002,25.8087,
323.5,10.7835,25.73413,
323.6,10.78682,25.94495,
323.7,10.79004,25.72832,
323.8,10.79341,25.96182,
323.9,10.79684,25.82483,
324,10.80011,25.6454,
324.1,10.80338,25.69246,
324.2,10.80686,25.69604,
324.3,10.81012,25.87517,
324.4,10.81323,25.78729,
324.5,10.81693,25.81396,
324.6,10.82014,25.84253,
324.7,10.82325,25.82307,
324.8,10.827,25.92952,
324.9,10.83011,25.8208,
325,10.83321,25.85773,
325.1,10.83707,25.80125,
325.2,10.84013,25.7726,
325.3,10.84318,25.90094,
325.4,10.84704,25.86855,
325.5,10.85009,25.631,
325.6,10.8532,25.85652,
325.7,10.85711,25.89026,
325.8,10.86005,25.76456,
325.9,10.86316,25.71562,
326,10.86713,26.01458,
326.1,10.87007,25.91969,
326.2,10.87318,25.84031,
326.3,10.87714,25.83097,
326.4,10.88009,25.74717,
326.5,10.88319,25.91264,
326.6,10.88711,26.06209,
326.7,10.89016,25.93892,
326.8,10.89321,25.87825,
326.9,10.89707,25.78443,
327,10.90012,25.69351,
327.1,10.90323,26.14038,
327.2,10.90709,25.71032,
327.3,10.91014,25.92217,
327.4,10.9132,25.8442,
327.5,10.917,25.80765,
327.6,10.92011,25.75749,
327.7,10.92327,25.92003,
327.8,10.92696,25.69046,
327.9,10.93012,25.85002,
328,10.93329,25.81704,
328.1,10.93693,25.89165,
328.2,10.94009,25.98441,
328.3,10.94336,25.80992,
328.4,10.94684,25.96247,
328.5,10.95016,25.78994,
328.6,10.95338,25.94249,
328.7,10.95675,25.86657,
328.8,10.96018,25.84822,
328.9,10.96345,25.73637,
329,10.96671,25.96237,
329.1,10.9702,25.80006,
329.2,10.97341,25.89766,
329.3,10.97662,25.83517,
329.4,10.98027,25.82064,
329.5,10.98343,25.67424,
329.6,10.98659,25.74487,
329.7,10.99034,25.87327,
329.8,10.99339,25.76353,
329.9,10.99655,25.89903,
330,11.00036,25.98002,
330.1,11.00341,25.87913,
330.2,11.00657,25.73345,
330.3,11.01043,25.89849,
330.4,11.01343,25.90103,
330.5,11.01654,25.90445,
330.6,11.02045,25.80678,
330.7,11.02345,25.9593,
330.8,11.0265,25.89099,
330.9,11.03041,25.80162,
331,11.03346,25.90682,
331.1,11.03652,25.8931,
331.2,11.04048,25.91329,
331.3,11.04348,25.80687,
331.4,11.04648,25.90504,
331.5,11.0505,25.95113,
331.6,11.05345,25.81227,
331.7,11.0565,25.72381,
331.8,11.06046,25.73309,
331.9,11.06341,25.96207,
332,11.06657,25.88436,
332.1,11.07048,25.93217,
332.2,11.07343,25.80494,
332.3,11.07659,25.93329,
332.4,11.08034,25.96385,
332.5,11.08339,25.95653,
332.6,11.08661,26.00923,
332.7,11.0903,26.01438,
332.8,11.09341,25.5965,
332.9,11.09668,25.9169,
333,11.10021,25.95176,
333.1,11.10348,25.91744,
333.2,11.1067,25.7899,
333.3,11.11018,25.98183,
333.4,11.11345,25.92408,
333.5,11.11671,25.7847,
333.6,11.12009,25.97359,
333.7,11.12357,26.09151,
333.8,11.12668,25.83554,
333.9,11.13005,25.75929,
334,11.13353,25.94687,
334.1,11.1367,26.08628,
334.2,11.14002,25.87613,
334.3,11.14355,26.09927,
334.4,11.14677,25.90231,
334.5,11.14998,25.85715,
334.6,11.15357,26.01586,
334.7,11.15679,25.95379,
334.8,11.15995,25.96501,
334.9,11.16364,25.97831,
335,11.16675,26.01101,
335.1,11.16986,26.02814,
335.2,11.17366,26.04795,
335.3,11.17682,25.93607,
335.4,11.17987,25.87002,
335.5,11.18373,25.98883,
335.6,11.18679,25.99906,
335.7,11.18984,25.9202,
335.8,11.1938,25.97561,
335.9,11.19675,25.82906,
336,11.1998,26.05974,
336.1,11.20382,26.03915,
336.2,11.20677,25.84821,
336.3,11.20982,25.98869,
336.4,11.21384,26.00012,
336.5,11.21673,26.0714,
336.6,11.21984,26.05036,
336.7,11.2238,25.94895,
336.8,11.22675,26.05018,
336.9,11.22991,26.16352,
337,11.23371,26.06689,
337.1,11.23671,25.97311,
337.2,11.23993,26.03081,
337.3,11.24362,26.09649,
337.4,11.24679,25.98317,
337.5,11.24995,26.05839,
337.6,11.25359,25.97597,
337.7,11.2568,26.16725,
337.8,11.25996,26.01357,
337.9,11.26355,26.10217,
338,11.26682,26.14228,
338.1,11.26998,25.92714,
338.2,11.27352,26.02472,
338.3,11.27684,25.841,
338.4,11.28,26.06951,
338.5,11.28348,25.9152,
338.6,11.28686,25.99031,
338.7,11.29002,26.17837,
338.8,11.29339,26.06251,
338.9,11.29688,25.89281,
339,11.30009,25.9943,
339.1,11.30341,26.13614,
339.2,11.30689,26.21169,
339.3,11.31011,26.17784,
339.4,11.31332,26.10174,
339.5,11.31691,25.89822,
339.6,11.32013,26.04387,
339.7,11.32329,26.0972,
339.8,11.32698,26.001,
339.9,11.33009,25.90404,
340,11.33325,26.10204,
340.1,11.337,26.16857,
340.2,11.34011,26.06175,
340.3,11.34321,26.3166,
340.4,11.34707,25.9131,
340.5,11.35007,26.18464,
340.6,11.35318,26.04983,
340.7,11.35709,26.04599,
340.8,11.36009,25.98574,
340.9,11.3632,26.0447,
341,11.36711,26.34035,
341.1,11.37011,26.12283,
341.2,11.37316,26.28308,
341.3,11.37712,26.11248,
341.4,11.38007,26.12541,
341.5,11.38318,26.1709,
341.6,11.38709,26.29265,
341.7,11.39014,26.04233,
341.8,11.3932,26.09851,
341.9,11.39705,26.11773,
342,11.40011,26.11745,
342.1,11.40316,26.29857,
342.2,11.40707,26.00246,
342.3,11.41007,26.00607,
342.4,11.41323,26.17308,
342.5,11.41704,26.07914,
342.6,11.42009,26.14853,
342.7,11.4233,26.20517,
342.8,11.42695,26.12365,
342.9,11.43011,25.97107,
343,11.43332,26.25393,
343.1,11.43686,26.07815,
343.2,11.44013,26.10705,
343.3,11.44334,26.29374,
343.4,11.44677,26.05931,
343.5,11.45014,26.26793,
343.6,11.45341,26.03626,
343.7,11.45668,26.10169,
343.8,11.46021,26.22564,
343.9,11.46343,26.22595,
344,11.46664,26.11783,
344.1,11.47029,26.23842,
344.2,11.47345,26.07507,
344.3,11.47661,26.20392,
344.4,11.4803,26.14021,
344.5,11.48341,26.28752,
344.6,11.48657,26.27378,
344.7,11.49032,26.23635,
344.8,11.49343,26.06106,
344.9,11.49654,26.15693,
345,11.50034,26.08195,
345.1,11.50339,26.38005,
345.2,11.50655,26.17262,
345.3,11.51036,26.02908,
345.4,11.51341,26.20352,
345.5,11.51657,26.22178,
345.6,11.52043,26.14743,
345.7,11.52343,26.27186,
345.8,11.52653,26.21675,
345.9,11.53039,26.1455,
346,11.53345,26.1349,
346.1,11.5365,26.19953,
346.2,11.54046,26.40409,
346.3,11.54346,26.20897,
346.4,11.54646,26.21736,
346.5,11.55048,26.08866,
346.6,11.55343,26.12084,
346.7,11.55648,26.24371,
346.8,11.56045,26.21834,
346.9,11.56339,26.04107,
347,11.56655,26.1441,
347.1,11.57046,26.25568,
347.2,11.57341,26.17447,
347.3,11.57657,26.30489,
347.4,11.58037,26.33456,
347.5,11.58337,26.24867,
347.6,11.58659,26.13141,
347.7,11.59029,26.12824,
347.8,11.59345,26.10591,
347.9,11.59666,26.22841,
348,11.6002,26.20385,
348.1,11.60346,26.00423,
348.2,11.60668,26.05062,
348.3,11.61016,26.17971,
348.4,11.61348,26.23093,
348.5,11.6167,26.16266,
348.6,11.62007,26.20613,
348.7,11.62355,25.968,
348.8,11.62671,26.14629,
348.9,11.63009,26.28035,
349,11.63357,26.184,
349.1,11.63673,26.26374,
349.2,11.64005,26.35239,
349.3,11.64354,26.29857,
349.4,11.64675,26.33014,
349.5,11.64996,26.21314,
349.6,11.65361,26.26656,
349.7,11.65677,26.05934,
349.8,11.65993,26.2371,
349.9,11.66368,26.32547,
350,11.66679,26.2333,
350.1,11.66984,26.23074,
350.2,11.67375,26.33315,
350.3,11.6768,26.14905,
350.4,11.67986,26.33468,
350.5,11.68382,26.32858,
350.6,11.68677,26.35241,
350.7,11.68982,26.3084,
350.8,11.69384,26.23525,
350.9,11.69679,26.38817,
351,11.69984,26.2436,
351.1,11.7038,26.16622,
351.2,11.70675,26.27516,
351.3,11.70986,26.35604,
351.4,11.71382,26.4558,
351.5,11.71671,26.44556,
351.6,11.71982,26.27822,
351.7,11.72379,26.29258,
351.8,11.72673,26.19279,
351.9,11.72989,26.37052,
352,11.7337,26.33657,
352.1,11.73675,26.29982,
352.2,11.73991,26.23087,
352.3,11.74371,26.27613,
352.4,11.74677,26.25269,
352.5,11.74993,26.415,
352.6,11.75362,26.419,
352.7,11.75679,26.38015,
352.8,11.75995,26.31931,
352.9,11.76359,26.37069,
353,11.7668,26.29529,
353.1,11.76996,26.30819,
353.2,11.7735,26.46766,
353.3,11.77682,26.35789,
353.4,11.77998,26.3498,
353.5,11.78352,26.44141,
353.6,11.78684,26.49399,
353.7,11.79005,26.45693,
353.8,11.79343,26.43997,
353.9,11.79686,26.25582,
354,11.80007,26.43956,
354.1,11.80339,26.48206,
354.2,11.80693,26.32137,
354.3,11.81009,26.4247,
354.4,11.8133,26.47129,
354.5,11.81695,26.32424,
354.6,11.82011,26.34461,
354.7,11.82327,26.40135,
354.8,11.82696,26.25182,
354.9,11.83012,26.42792,
355,11.83318,26.41096,
355.1,11.83704,26.33101,
355.2,11.84014,26.3852,
355.3,11.8432,26.46621,
355.4,11.84711,26.47073,
355.5,11.85011,26.28198,
355.6,11.85316,26.4367,
355.7,11.85713,26.42772,
355.8,11.86007,26.42239,
355.9,11.86318,26.51033,
356,11.86714,26.3835,
356.1,11.87009,26.46322,
356.2,11.8732,26.29409,
356.3,11.87711,26.43574,
356.4,11.88011,26.34217,
356.5,11.88316,26.488,
356.6,11.88707,26.40818,
356.7,11.89012,26.27774,
356.8,11.89318,26.43972,
356.9,11.89709,26.42047,
357,11.90009,26.3965,
357.1,11.90325,26.54853,
357.2,11.90705,26.41609,
357.3,11.91011,26.46304,
357.4,11.91321,26.4837,
357.5,11.91696,26.24788,
357.6,11.92007,26.43432,
357.7,11.92329,26.5408,
357.8,11.92698,26.41655,
357.9,11.93009,26.47878,
358,11.9333,26.55128,
358.1,11.93689,26.45827,
358.2,11.94011,26.64016,
358.3,11.94337,26.41596,
358.4,11.9468,26.55157,
358.5,11.95012,26.43786,
358.6,11.95339,26.47182,
358.7,11.95677,26.55684,
358.8,11.9602,26.42328,
358.9,11.96341,26.57704,
359,11.96673,26.49679,
359.1,11.97021,26.38729,
359.2,11.97343,26.52351,
359.3,11.97664,26.48863,
359.4,11.98029,26.58331,
359.5,11.98339,26.64258,
359.6,11.98661,26.52993,
359.7,11.9903,26.39885,
359.8,11.99341,26.56714,
359.9,11.99657,26.59587,
360,12.00032,26.38318,
360.1,12.00343,26.48051,
360.2,12.00659,26.52652,
360.3,12.01039,26.3613,
360.4,12.01339,26.6872,
360.5,12.01655,26.49575,
360.6,12.02041,26.50077,
360.7,12.02346,26.50956,
360.8,12.02652,26.65414,
360.9,12.03043,26.75669,
361,12.03348,26.36585,
361.1,12.03648,26.47717,
361.2,12.04045,26.39436,
361.3,12.04345,26.56094,
361.4,12.0465,26.55469,
361.5,12.05046,26.71998,
361.6,12.05346,26.53917,
361.7,12.05652,26.73107,
361.8,12.06048,26.68498,
361.9,12.06343,26.61896,
362,12.06654,26.52954,
362.1,12.07045,26.67087,
362.2,12.07339,26.59418,
362.3,12.07661,26.59554,
362.4,12.08036,26.50501,
362.5,12.08341,26.60455,
362.6,12.08663,26.51003,
362.7,12.09027,26.59311,
362.8,12.09343,26.56125,
362.9,12.09664,26.54736,
363,12.10018,26.70166,
363.1,12.10345,26.63357,
363.2,12.10671,26.51676,
363.3,12.11009,26.74905,
363.4,12.11352,26.78827,
363.5,12.11673,26.71725,
363.6,12.12005,26.68705,
363.7,12.12353,26.7506,
363.8,12.1267,26.76583,
363.9,12.13002,26.64806,
364,12.13355,26.78848,
364.1,12.13671,26.56642,
364.2,12.14004,26.63216,
364.3,12.14357,26.8073,
364.4,12.14673,26.68147,
364.5,12.14995,26.78725,
364.6,12.15359,26.8063,
364.7,12.15675,26.77404,
364.8,12.15991,26.62405,
364.9,12.16361,26.60289,
365,12.16682,26.73307,
365.1,12.16988,26.70551,
365.2,12.17368,26.71515,
365.3,12.17679,26.52685,
365.4,12.17989,26.73104,
365.5,12.18375,26.85003,
365.6,12.1868,26.53761,
365.7,12.1898,26.71181,
365.8,12.19382,26.86773,
365.9,12.19677,26.65905,
366,12.19982,26.74399,
366.1,12.20379,26.71984,
366.2,12.20673,26.83337,
366.3,12.20984,26.71938,
366.4,12.2138,26.79013,
366.5,12.21675,26.93925,
366.6,12.21986,26.67041,
366.7,12.22377,26.70941,
366.8,12.22677,26.59931,
366.9,12.22987,26.78926,
367,12.23373,26.6338,
367.1,12.23679,26.53934,
367.2,12.23989,26.68962,
367.3,12.2437,26.77144,
367.4,12.2468,26.65698,
367.5,12.24996,26.71899,
367.6,12.25366,26.79157,
367.7,12.25677,26.67689,
367.8,12.25993,26.75576,
367.9,12.26357,26.71087,
368,12.26679,26.76607,
368.1,12.27,26.65693,
368.2,12.27354,27.00141,
368.3,12.2768,26.8093,
368.4,12.28002,26.78485,
368.5,12.2835,26.8921,
368.6,12.28682,26.73669,
368.7,12.29004,26.69676,
368.8,12.29341,26.72931,
368.9,12.29684,26.91294,
369,12.30011,26.79464,
369.1,12.30332,26.81793,
369.2,12.30691,26.73844,
369.3,12.31013,26.70148,
369.4,12.31323,26.9324,
369.5,12.31693,26.83283,
369.6,12.32014,26.68437,
369.7,12.32325,26.62922,
369.8,12.327,26.69,
369.9,12.33011,26.83741,
370,12.33321,26.88874,
370.1,12.33707,26.82925,
370.2,12.34013,26.66968,
370.3,12.34318,26.91395,
370.4,12.34709,26.75545,
370.5,12.35009,26.78302,
370.6,12.3532,26.76692,
370.7,12.35711,27.02917,
370.8,12.36011,26.70266,
370.9,12.36316,26.88298,
371,12.36712,26.84566,
371.1,12.37007,26.80275,
371.2,12.37323,26.81551,
371.3,12.37709,26.70527,
